80.46029193,,,,
81.15741895,,,,
80.82633537,,,,
80.78389286,,,,
79.66217306,,,average accuracy,80.43794518
80.55046396,,,highest accuracy,81.46363785
80.90846899,,,lowest accuracy,79.18186498
81.38567096,,,,
80.95796342,,,,
80.51508835,,,,
80.11886717,,,,
80.07129628,,,,
80.27268759,,,,
79.41342152,,,,
80.07966971,,,,
79.87550637,,,,
80.53500439,,,,
80.02802646,,,,
80.48801643,,,,
80.58504787,,,,
79.48631087,,,,
80.73092641,,,,
80.20560426,,,,
80.69595059,,,,
80.96522209,,,,
80.0662699,,,,
80.09821305,,,,
80.06384086,,,,
79.87345586,,,,
79.22871508,,,,
79.18186498,,,,
81.46363785,,,,
81.01190653,,,,
80.67411262,,,,
80.58058204,,,,
81.01384576,,,,
79.46375041,,,,
79.93279062,,,,
80.77314539,,,,
79.78592326,,,,
81.31982855,,,,
80.53184201,,,,
79.99814875,,,,
80.86334208,,,,
80.5683935,,,,
80.46380965,,,,
80.30208155,,,,
79.92370628,,,,
80.81727146,,,,
80.45082251,,,,
80.46877355,,,,
80.43283723,,,,
80.81830863,,,,
80.94867851,,,,
80.95825346,,,,
80.65322606,,,,
80.30143296,,,,
80.78112602,,,,
80.55805615,,,,
80.21544269,,,,
80.06959846,,,,
79.91138885,,,,
80.63365201,,,,
80.64510864,,,,
80.97665828,,,,
80.40221849,,,,
80.46867669,,,,
79.3378152,,,,
80.85247746,,,,
80.69453061,,,,
81.11949686,,,,
80.79608337,,,,
80.3854456,,,,
81.31104571,,,,
80.23866655,,,,
80.34627726,,,,
80.88650361,,,,
80.53882163,,,,
79.54990799,,,,
81.21719657,,,,
80.68552128,,,,
80.42089563,,,,
80.30027578,,,,
80.08331437,,,,
80.67500208,,,,
80.93961063,,,,
80.32166204,,,,
81.23756345,,,,
80.43532099,,,,
80.75420467,,,,
80.77808088,,,,
79.80995145,,,,
80.10307318,,,,
80.40399871,,,,
80.28911906,,,,
80.14949357,,,,
80.34006734,,,,
79.87138926,,,,
80.59022261,,,,
79.87741973,,,,
